,rooms,size,floor,condition,ownership_type,reg_no,energy_label,url,price,aadress,year,utility,total_floors,maakond,linn_vald,linnaosa,streetwno,street,sqm_price,st_address,address,lat,long
5371,1,22.0,4.0,Heas korras,Korteriomand,78401:111:0920,F,https://www.kv.ee/muua-vaga-hea-asukohaga-1-toaline-korter-tallinna-3364279.html,75995,"Harjumaa, Tallinn, Kesklinn, AINULAADNE PAKKUMINE  KESKLINN, Lastekodu tn 26",1975.0,40 €/80 €,5.0,Harjumaa,Tallinn,Kesklinn,Lastekodu tn 26,Lastekodu tn,3454.318181818182,"Eesti, Harjumaa,Tallinn,Kesklinn,Lastekodu tn","Lastekodu, Tallinn, Estonia",59.42950199999999,24.7706465
5372,2,46.9,3.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eekontaktme-3300923.html,178200,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-16",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-16,Sõpruse pst,3799.573560767591,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
5373,2,58.2,1.0,,Korteriomand,78404:406:6070,Puudub,https://www.kv.ee/tule-nommele-elama-muua-suureparase-asukohaga-ja-o-3333210.html,139900,"Harjumaa, Tallinn, Nõmme, Metsa 56",1929.0,,2.0,Harjumaa,Tallinn,Nõmme,Metsa 56,Metsa,2403.780068728522,"Eesti, Harjumaa,Tallinn,Nõmme,Metsa","Metsa, Tallinn, Estonia",59.38075139999999,24.680789
5374,3,73.1,3.0,Uus,Korteriomand,,A,https://www.kv.ee/valguskullane-kolmetoaline-kodu-mere-aares-millel-3318887.html,289000,"Harjumaa, Tallinn, Haabersti, Merimetsa, Lahepea tn 15-17",2021.0,,4.0,Harjumaa,Tallinn,Haabersti,Lahepea tn 15-17,Lahepea tn,3953.488372093024,"Eesti, Harjumaa,Tallinn,Haabersti,Lahepea tn","Lahepea, Tallinn, Estonia",59.4323647,24.6859633
5375,3,80.3,1.0,Renoveeritud,Korteriomand,79507:052:0019,Puudub,https://www.kv.ee/muua-imeilus-korter-miljoovaartuslikus-piirkonnas-3367874.html,210000,"Tartumaa, Tartu, Tartu linn, Kesklinn, Aleksandri 17",,,3.0,Tartumaa,Tartu,Tartu linn,Aleksandri 17,Aleksandri,2615.1930261519306,"Eesti, Tartumaa,Tartu,Tartu linn,Aleksandri","Aleksandri, Tartu, Estonia",58.3733676,26.7336759
5376,3,70.6,2.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eevota-meie-3300898.html,230800,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-12KK",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-12KK,Sõpruse pst,3269.1218130311618,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
5377,1,36.6,1.0,Valmis,Korteriomand,89001:010:1841,C,https://www.kv.ee/suureparane-asukoht-nbspkorternbsp-valguskullane-s-3381449.html,93000,"Harjumaa, Viimsi vald, Haabneeme, Heki tee 6",2007.0,,5.0,Harjumaa,Viimsi vald,Haabneeme,Heki tee 6,Heki tee,2540.983606557377,"Eesti, Harjumaa,Viimsi vald,Haabneeme,Heki tee","Heki tee, Haabneeme, 74001 Harju maakond, Estonia",59.5127914,24.8326655
5378,3,87.1,2.0,,Korteriomand,78401:109:0025,Puudub,https://www.kv.ee/muugile-on-tulnud-hubane-kodu-hinnatud-uue-maailma-3380951.html,299000,"Harjumaa, Tallinn, Kesklinn, Uus Maailm, Komeedi tn 14",2011.0,,5.0,Harjumaa,Tallinn,Kesklinn,Komeedi tn 14,Komeedi tn,3432.835820895523,"Eesti, Harjumaa,Tallinn,Kesklinn,Komeedi tn","Komeedi, 10122 Tallinn, Estonia",59.4273786,24.7303282
5379,3,66.9,,Heas korras,Korteriomand,78405:503:1052,-,https://www.kv.ee/labi-maja-planeeringuga-avar-korter-koos-ilusa-vaa-3378636.html,128900,"Harjumaa, Tallinn, Mustamäe, Mustamäe tee 141-129",1970.0,,,Harjumaa,Tallinn,Mustamäe,Mustamäe tee 141-129,Mustamäe tee,1926.7563527653213,"Eesti, Harjumaa,Tallinn,Mustamäe,Mustamäe tee","Mustamäe tee, Tallinn, Estonia",59.4098097,24.6862865
5380,3,68.4,1.0,Renoveeritud,Korteriomand,62701:003:0178,,https://www.kv.ee/tutvumispaev-06-11-2021-kell-11-eelrgistreerimiseg-3383546.html,79000,"Pärnumaa, Põhja-Pärnumaa vald, Pärnu-Jaagupi, Soo 10",1981.0,,3.0,Pärnumaa,Põhja-Pärnumaa vald,Pärnu-Jaagupi,Soo 10,Soo,1154.970760233918,"Eesti, Pärnumaa,Põhja-Pärnumaa vald,Pärnu-Jaagupi,Soo","Soo, Pärnu-Jaagupi, 87201 Pärnu maakond, Estonia",58.6087559,24.5074344
5381,2,46.9,2.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eevota-meie-3300959.html,166500,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-2KK",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-2KK,Sõpruse pst,3550.1066098081023,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
5382,4,64.4,5.0,Vajab san. remonti,Korteriomand,28701:001:0046,Puudub,https://www.kv.ee/muua-kahe-avara-roduga-4toaline-perekorter-karksin-3294437.html,21200,"Viljandimaa, Mulgi vald, Karksi-Nuia linn, Rahumäe 1",1975.0,,5.0,Viljandimaa,Mulgi vald,Karksi-Nuia linn,Rahumäe 1,Rahumäe,329.1925465838509,"Eesti, Viljandimaa,Mulgi vald,Karksi-Nuia linn,Rahumäe","Rahumäe, Karksi-Nuia, Viljandi maakond, Estonia",58.1023626,25.5480509
5383,1,17.4,1.0,Vajab renoveerimist,Korteriomand,78404:405:0006,Puudub,https://www.kv.ee/korter-korter-asub-1-korrusel-korter-on-avatud-pla-3370615.html,31000,"Harjumaa, Tallinn, Nõmme, Mahla 69",1961.0,,2.0,Harjumaa,Tallinn,Nõmme,Mahla 69,Mahla,1781.609195402299,"Eesti, Harjumaa,Tallinn,Nõmme,Mahla","Mahla, Tallinn, Estonia",59.3806245,24.7201933
5384,4,155.8,1.0,Renoveeritud,Korteriomand,78408:801:4650,,https://www.kv.ee/pakkumisele-on-tulnud-imearmas-kalamaja-4-toaline-3380058.html,436000,"Harjumaa, Tallinn, Põhja-Tallinn, Suur-Patarei 21c",,,2.0,Harjumaa,Tallinn,Põhja-Tallinn,Suur-Patarei 21c,Suur-Patarei,2798.459563543004,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Suur-Patarei","Suur-Patarei, 10415 Tallinn, Estonia",59.4468798,24.7449526
5385,2,54.2,2.0,Uus,Korteriomand,,B,https://www.kv.ee/hinna-sees-kogu-sisustus-ja-tehnika-v-a-teler-park-3381946.html,165000,"Harjumaa, Tallinn, Lasnamäe, Vana-Kuuli tn 15/1",2015.0,75 €/-,8.0,Harjumaa,Tallinn,Lasnamäe,Vana-Kuuli tn 15/1,Vana-Kuuli tn,3044.280442804428,"Eesti, Harjumaa,Tallinn,Lasnamäe,Vana-Kuuli tn","Vana-Kuuli, Tallinn, Estonia",59.44513430000001,24.8268418
5386,2,45.2,5.0,Uus,Korteriomand,,B,https://www.kv.ee/muua-2-toaline-korter-mais-2022-uusmustamae-arendu-3382935.html,141410,"Harjumaa, Tallinn, Mustamäe, Sääse, Aiandi tn 7/3",2022.0,,6.0,Harjumaa,Tallinn,Mustamäe,Aiandi tn 7/3,Aiandi tn,3128.539823008849,"Eesti, Harjumaa,Tallinn,Mustamäe,Aiandi tn","Aiandi, Tallinn, Estonia",59.4122533,24.684006
5387,1,29.9,2.0,Uus,Korteriomand,62511:058:0001,-,https://www.kv.ee/taielikult-renoveeritud-majas-uue-sisuga-korter-ko-3380681.html,89000,"Pärnumaa, Pärnu, Pärnu linn, Kesklinn, Kanali tn 8f-12",2019.0,,3.0,Pärnumaa,Pärnu,Pärnu linn,Kanali tn 8f-12,Kanali tn,2976.588628762542,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Kanali tn","Kanali, Pärnu, Pärnu maakond, Estonia",58.3766007,24.5197395
5388,3,99.2,2.0,Renoveeritud,Korteriomand,78408:805:1780,D,https://www.kv.ee/muuakse-3toaline-99-2-m2-korter-ainulaadse-sisustu-3330676.html,222000,"Harjumaa, Tallinn, Põhja-Tallinn, Pelguranna, Stroomi, Sõle tn 69",1952.0,,3.0,Harjumaa,Tallinn,Põhja-Tallinn,Sõle tn 69,Sõle tn,2237.903225806452,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Sõle tn","Sõle, Tallinn, Estonia",59.4441383,24.7029783
5389,3,71.1,1.0,Renoveeritud,Kaasomand,62506:027:2370,,https://www.kv.ee/raama-linnaosas-vaikses-korvaltanavas-muuakse-reno-3181777.html,95000,"Pärnumaa, Pärnu, Pärnu linn, Rääma, Mäe 1a",,,2.0,Pärnumaa,Pärnu,Pärnu linn,Mäe 1a,Mäe,1336.1462728551337,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Mäe","Mäe, Pärnu, Pärnu maakond, Estonia",58.3910867,24.5224663
5390,3,67.9,1.0,Valmis,Korteriomand,78406:609:0034,C,https://www.kv.ee/kliendipaev-eelregistreerimisega-24-10-kell-120013-3372976.html,226000,"Harjumaa, Tallinn, Haabersti, Haabersti, Merirahu 4",2007.0,,4.0,Harjumaa,Tallinn,Haabersti,Merirahu 4,Merirahu,3328.424153166421,"Eesti, Harjumaa,Tallinn,Haabersti,Merirahu","Merirahu, 13516 Tallinn, Estonia",59.44506639999999,24.6147089
5391,3,65.6,6.0,,,,A,https://www.kv.ee/turule-on-varskelt-tulnud-suureparasega-asukohaga-3346109.html,254900,"Harjumaa, Tallinn, Kesklinn, Keldrimäe, Mardi 4",2015.0,,8.0,Harjumaa,Tallinn,Kesklinn,Mardi 4,Mardi,3885.670731707317,"Eesti, Harjumaa,Tallinn,Kesklinn,Mardi","Mardi, Tallinn, Estonia",59.42976549999999,24.7643803
5392,2,43.1,4.0,Renoveeritud,Korteriomand,,D,https://www.kv.ee/tulge-ja-tutvuge-muugiks-on-pakkuda-varskelt-renov-3383940.html,99900,"Tartumaa, Tartu, Tartu linn, Ülejõe, Uus 36",1967.0,50 €/80 €,5.0,Tartumaa,Tartu,Tartu linn,Uus 36,Uus,2317.8654292343385,"Eesti, Tartumaa,Tartu,Tartu linn,Uus","Uus, Tartu, Estonia",58.3802129,26.7428669
5393,2,54.4,2.0,Renoveeritud,Korteriomand,67401:001:0942,-,https://www.kv.ee/muua-hubane-ja-soe-2toaline-korter-korterkorter-as-3379139.html,78880,"Läänemaa, Haapsalu, Uuemõisa alevik, Haudejaama tee",1991.0,90 €/100 €,3.0,Läänemaa,Haapsalu,Uuemõisa alevik,Haudejaama tee,Haudejaama tee,1450.0,"Eesti, Läänemaa,Haapsalu,Uuemõisa alevik,Haudejaama tee","Haudejaama tee, Uuemõisa, 90401 Lääne maakond, Estonia",58.9421027,23.574678
5394,3,76.2,1.0,Uus,Korteriomand,79301:001:0572,A,https://www.kv.ee/oleme-edukalt-lopetanud-meie-ranilinna-esimese-eta-3378354.html,139900,"Tartumaa, Tartu, Tartu linn, Ränilinn, Kvartsi tn 4-7",2022.0,,3.0,Tartumaa,Tartu,Tartu linn,Kvartsi tn 4-7,Kvartsi tn,1835.958005249344,"Eesti, Tartumaa,Tartu,Tartu linn,Kvartsi tn","Ränilinn, 50415 Tartu, Estonia",58.3540606,26.6824444
5395,3,57.5,3.0,Keskmine,Korteriomand,78405:501:0048,Puudub,https://www.kv.ee/korterlabi-maja-planeeringuga-korteri-aknad-vaatav-3370552.html,98000,"Harjumaa, Tallinn, Mustamäe, Mustamäe, Mustamäe tee 122",1964.0,,5.0,Harjumaa,Tallinn,Mustamäe,Mustamäe tee 122,Mustamäe tee,1704.3478260869565,"Eesti, Harjumaa,Tallinn,Mustamäe,Mustamäe tee","Mustamäe tee, Tallinn, Estonia",59.4098097,24.6862865
5396,3,120.0,1.0,Renoveeritud,Kinnistu,,Puudub,https://www.kv.ee/muugile-on-tulnud-korralik-majaosa-esimesel-korrus-3342291.html,139000,"Tartumaa, Tartu, Tartu linn, Variku, Roopa",,,2.0,Tartumaa,Tartu,Tartu linn,Roopa,Roopa,1158.3333333333333,"Eesti, Tartumaa,Tartu,Tartu linn,Roopa","Roopa, Tartu, Estonia",58.35151630000001,26.7034595
5397,4,77.4,2.0,Vajab san. remonti,Korteriomand,,F,https://www.kv.ee/paljud-meist-unistavad-elust-looduse-roheluses-tei-3369173.html,29500,"Viljandimaa, Põhja-Sakala vald, Võhma linn, Väike tn. 12a",1991.0,,5.0,Viljandimaa,Põhja-Sakala vald,Võhma linn,Väike tn. 12a,Väike tn.,381.13695090439273,"Eesti, Viljandimaa,Põhja-Sakala vald,Võhma linn,Väike tn.","Väike, Võhma, 70602 Viljandi maakond, Estonia",58.634266,25.5523508
5398,2,62.6,1.0,Uus,Korteriomand,79301:001:0572,A,https://www.kv.ee/oleme-edukalt-lopetanud-meie-ranilinna-esimese-eta-3381291.html,114700,"Tartumaa, Tartu, Tartu linn, Ränilinn, Kvartsi tn 4-6",2022.0,,3.0,Tartumaa,Tartu,Tartu linn,Kvartsi tn 4-6,Kvartsi tn,1832.2683706070288,"Eesti, Tartumaa,Tartu,Tartu linn,Kvartsi tn","Ränilinn, 50415 Tartu, Estonia",58.3540606,26.6824444
5399,3,58.9,3.0,Renoveeritud,Korteriomand,78406:604:0370,D,https://www.kv.ee/muua-avar-ja-hubane-mobleeritud-2toaline-korter-mi-3383478.html,158000,"Harjumaa, Tallinn, Haabersti, Astangu 21/2",2006.0,,5.0,Harjumaa,Tallinn,Haabersti,Astangu 21/2,Astangu,2682.51273344652,"Eesti, Harjumaa,Tallinn,Haabersti,Astangu","Astangu, Tallinn, Estonia",59.40182279999999,24.6244565
5400,3,65.3,1.0,Renoveeritud,Korteriomand,41201:004:0031,Puudub,https://www.kv.ee/uus-pakkuminemuua-parnumaal-laaneranna-vallas-lihu-3367360.html,26000,"Pärnumaa, Lääneranna vald, Lihula linn, Ristiku 13",,,3.0,Pärnumaa,Lääneranna vald,Lihula linn,Ristiku 13,Ristiku,398.1623277182236,"Eesti, Pärnumaa,Lääneranna vald,Lihula linn,Ristiku","Ristiku, Lihula, 90302 Pärnu maakond, Estonia",58.68838729999999,23.8406406
5401,3,63.3,2.0,Uus,Korteriomand,78401:101:0507,A,https://www.kv.ee/veskimetsa-voimsate-tammede-ja-parnade-korvale-raj-3331644.html,183900,"Harjumaa, Tallinn, Haabersti, Veskilise tn 7-7",2022.0,,3.0,Harjumaa,Tallinn,Haabersti,Veskilise tn 7-7,Veskilise tn,2905.21327014218,"Eesti, Harjumaa,Tallinn,Haabersti,Veskilise tn","Sõpruse pst 151, 13418 Tallinn, Estonia",59.41451170000001,24.7098525
5402,4,77.7,2.0,Renoveeritud,Korteriomand,,Puudub,https://www.kv.ee/lohusalu-poolsaarel-pakkumisel-ainulaadne-4toaline-3362941.html,139000,"Harjumaa, Lääne-Harju vald, Lohusalu, Rannuka tee 3",1989.0,,2.0,Harjumaa,Lääne-Harju vald,Lohusalu,Rannuka tee 3,Rannuka tee,1788.9317889317888,"Eesti, Harjumaa,Lääne-Harju vald,Lohusalu,Rannuka tee","Rannuka tee, Lohusalu, 76709 Harju maakond, Estonia",59.3920932,24.2019709
5403,2,43.7,5.0,Vajab renoveerimist,Korteriomand,,E,https://www.kv.ee/manniku-asumis-pakkumisel-avara-planeeringuga-2toa-3361916.html,77000,"Harjumaa, Tallinn, Nõmme, Valdeku 112",1988.0,,5.0,Harjumaa,Tallinn,Nõmme,Valdeku 112,Valdeku,1762.0137299771166,"Eesti, Harjumaa,Tallinn,Nõmme,Valdeku","Valdeku, Tallinn, Estonia",59.37578159999999,24.7152421
5404,2,52.2,4.0,Vajab renoveerimist,Korteriomand,27304:002:0390,E,https://www.kv.ee/nb-kliendipaev-toimub-30-09-2021-kell-16-3017-30-m-3376872.html,28000,"Lääne-Virumaa, Kadrina vald, Kadrina, Kalevipoja 5",1987.0,,5.0,Lääne-Virumaa,Kadrina vald,Kadrina,Kalevipoja 5,Kalevipoja,536.3984674329502,"Eesti, Lääne-Virumaa,Kadrina vald,Kadrina,Kalevipoja","Kalevipoja, Kadrina, 45201 Lääne-Viru maakond, Estonia",59.34621849999999,26.1332064
5405,3,56.5,5.0,Renoveeritud,Korteriomand,78403:315:0008,D,https://www.kv.ee/muua-ilus-renoveeritud-korter-hinnatud-pae-rajooni-3372933.html,115000,"Harjumaa, Tallinn, Lasnamäe, Pae tn 22",1961.0,,5.0,Harjumaa,Tallinn,Lasnamäe,Pae tn 22,Pae tn,2035.398230088496,"Eesti, Harjumaa,Tallinn,Lasnamäe,Pae tn","Pae, Tallinn, Estonia",59.4322291,24.8113527
5406,3,78.7,1.0,,Korteriomand,78401:115:2170,Puudub,https://www.kv.ee/avarad-kodud-mugavust-ja-ajatut-elegantsi-hindaval-3351503.html,354150,"Harjumaa, Tallinn, Kadriorg, Oru 2",2021.0,,4.0,Harjumaa,Tallinn,Kadriorg,Oru 2,Oru,4500.0,"Eesti, Harjumaa,Tallinn,Kadriorg,Oru","Oru, 10127 Tallinn, Estonia",59.44203580000001,24.8017402
5407,2,48.6,3.0,Vajab san. remonti,Korteriomand,,C,https://www.kv.ee/muua-eraldi-tubadega-2toaline-korter-korter-asub-m-3376945.html,22000,"Harjumaa, Lääne-Harju vald, Ämari, Lennu tn 24",1975.0,,5.0,Harjumaa,Lääne-Harju vald,Ämari,Lennu tn 24,Lennu tn,452.6748971193416,"Eesti, Harjumaa,Lääne-Harju vald,Ämari,Lennu tn","Lennu, Ämari, 76102 Harju maakond, Estonia",59.2474252,24.2394787
5408,3,64.4,3.0,,Korteriomand,78401:101:4846,B,https://www.kv.ee/tallinna-lauluvaljakust-vaid-kilomeetri-kaugusele-3377556.html,196000,"Harjumaa, Tallinn, Lasnamäe, Lageloo tn 7",2022.0,,8.0,Harjumaa,Tallinn,Lasnamäe,Lageloo tn 7,Lageloo tn,3043.478260869565,"Eesti, Harjumaa,Tallinn,Lasnamäe,Lageloo tn","Lasnamäe, Tallinn, Estonia",59.42928070000001,24.8351972
5409,3,66.9,10.0,Uus,Korteriomand,78401:101:5196,B,https://www.kv.ee/aadressile-priisle-tee-1-rajatav-11korruseline-kor-3380079.html,180000,"Harjumaa, Tallinn, Lasnamäe, Priisle tee 1-35",2022.0,,11.0,Harjumaa,Tallinn,Lasnamäe,Priisle tee 1-35,Priisle tee,2690.5829596412555,"Eesti, Harjumaa,Tallinn,Lasnamäe,Priisle tee","Priisle tee, Tallinn, Estonia",59.4512472,24.8949976
5410,3,60.2,11.0,Uus,Korteriomand,78401:101:5196,B,https://www.kv.ee/aadressile-priisle-tee-1-rajatav-11korruseline-kor-3253958.html,174000,"Harjumaa, Tallinn, Lasnamäe, Priisle tee 1-73",2021.0,,11.0,Harjumaa,Tallinn,Lasnamäe,Priisle tee 1-73,Priisle tee,2890.3654485049838,"Eesti, Harjumaa,Tallinn,Lasnamäe,Priisle tee","Priisle tee, Tallinn, Estonia",59.4512472,24.8949976
5411,4,80.9,1.0,Uus,Korteriomand,78401:101:4846,B,https://www.kv.ee/tallinna-lauluvaljakust-vaid-kilomeetri-kaugusele-3377114.html,241000,"Harjumaa, Tallinn, Lasnamäe, Lageloo tn 7-2",2023.0,,8.0,Harjumaa,Tallinn,Lasnamäe,Lageloo tn 7-2,Lageloo tn,2978.986402966625,"Eesti, Harjumaa,Tallinn,Lasnamäe,Lageloo tn","Lasnamäe, Tallinn, Estonia",59.42928070000001,24.8351972
5412,4,75.1,1.0,Uus,Korteriomand,,A,https://www.kv.ee/muuki-tulid-uued-energiasaastlikud-ridaelamuboksid-3380593.html,126900,"Tartumaa, Kastre vald, Haaslava, Lehise tee 35",2022.0,,1.0,Tartumaa,Kastre vald,Haaslava,Lehise tee 35,Lehise tee,1689.7470039946738,"Eesti, Tartumaa,Kastre vald,Haaslava,Lehise tee","Lehise Tee, Haaslava, 62107 Tartu maakond, Estonia",58.3261761,26.8060709
5413,3,88.6,4.0,,,65301:001:1752,D,https://www.kv.ee/avar-3toaline-2roduga-panipaik-ja-katusealune-auto-3356832.html,192000,"Harjumaa, Rae vald, Peetri, Raudkivi tee 4",2007.0,,5.0,Harjumaa,Rae vald,Peetri,Raudkivi tee 4,Raudkivi tee,2167.042889390519,"Eesti, Harjumaa,Rae vald,Peetri,Raudkivi tee","Raudkivi tee, Peetri, Harju maakond, Estonia",59.40337899999999,24.8083331
5414,3,160.0,1.0,Uus,Korteriomand,62510:113:0002,Puudub,https://www.kv.ee/siin-on-uks-eriline-kodu-kes-hindab-omanaolisust-j-3383828.html,239000,"Pärnumaa, Pärnu, Pärnu linn, Kesklinn, Kuninga tn 13",1696.0,,3.0,Pärnumaa,Pärnu,Pärnu linn,Kuninga tn 13,Kuninga tn,1493.75,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Kuninga tn","Kuninga, Pärnu, Pärnu maakond, Estonia",58.38395569999999,24.5013407
